Teks,label,clean_text,normal_text,removedsw_text,stemmed_text,tokenized_text
Kasih norek aja kesebelah. Siapa tau ada yg mau. Mereka jg punya hak untk udunan wkwk. Bilang bts waktu trfr. Kalau ada niat pasti segera kok.,0,kasih norek aja kesebelah siapa tau ada yg mau mereka jg punya hak untk udunan wkwk bilang bts waktu trfr kalau ada niat pasti segera kok,kasih norek saja kesebelah siapa tahu ada yang mau mereka juga punya hak untk udunan tertawa bilang bts waktu trfr kalau ada niat pasti segera kok,kasih norek kesebelah siapa tahu yang mau juga punya hak untk udunan tertawa bilang bts waktu trfr kalau niat segera kok,kasih norek belah siapa tahu yang mau juga punya hak untk udunan tertawa bilang bts waktu trfr kalau niat segera kok,"['kasih', 'norek', 'belah', 'siapa', 'tahu', 'yang', 'mau', 'juga', 'punya', 'hak', 'untk', 'udunan', 'tertawa', 'bilang', 'bts', 'waktu', 'trfr', 'kalau', 'niat', 'segera', 'kok']"
Ke kantor siang aja..,0,ke kantor siang aja,ke kantor siang saja,kantor siang,kantor siang,"['kantor', 'siang']"
Keknya pernah liat undangannya di prodi,0,keknya pernah liat undangannya di prodi,kayaknya pernah lihat undangannya di prodi,kayaknya pernah lihat undangannya prodi,kayak pernah lihat undang prodi,"['kayak', 'pernah', 'lihat', 'undang', 'prodi']"
Kita kmpul yu sblum puasa :-) waktunya ,0,kita kmpul yu sblum puasa waktunya,kita kmpul yu sblum puasa waktunya,kmpul yu sblum puasa waktunya,kmpul yu sblum puasa waktu,"['kmpul', 'yu', 'sblum', 'puasa', 'waktu']"
kita lewat kolam renang? di gymnas atau gik,0,kita lewat kolam renang di gymnas atau gik,kita lewat kolam renang di gymnas atau gik,lewat kolam renang gymnas gik,lewat kolam renang gymnas gik,"['lewat', 'kolam', 'renang', 'gymnas', 'gik']"
Kita yg stay di pdg aja mah tinggal cuss aja kapan meet up nya,0,kita yg stay di pdg aja mah tinggal cuss aja kapan meet up nya,kita yang stay di pdg saja mah tinggal cuss saja kapan meet up nya,yang stay pdg mah tinggal cuss kapan meet up nya,yang stay pdg mah tinggal cuss kapan meet up nya,"['yang', 'stay', 'pdg', 'mah', 'tinggal', 'cuss', 'kapan', 'meet', 'up', 'nya']"
Ko gtu ya parah bgt masa jam kerja ngeroko. Biar dapet inspirasi meren ya,0,ko gtu ya parah bgt masa jam kerja ngeroko biar dapet inspirasi meren ya,ko gtu iya parah banget masa jam kerja ngeroko biar dapat inspirasi meren iya,ko gtu iya parah banget masa jam kerja ngeroko biar inspirasi meren iya,ko gtu iya parah banget masa jam kerja ngeroko biar inspirasi meren iya,"['ko', 'gtu', 'iya', 'parah', 'banget', 'masa', 'jam', 'kerja', 'ngeroko', 'biar', 'inspirasi', 'meren', 'iya']"
Kok antara optimis dan ngga yah 😟,0,kok antara optimis dan ngga yah,kok antara optimis dan tidak yah,kok optimis tidak yah,kok optimis tidak yah,"['kok', 'optimis', 'tidak', 'yah']"
"koreksi saya kalau salah (bisi lupa) tapi bagus sih kalau anda mau coba-coba, nggak mubazir juga kok. Kalau mau dibalikin lagi ke CSV ya pake transformasi lagi.",0,koreksi saya kalau salah bisi lupa tapi bagus sih kalau anda mau coba coba nggak mubazir juga kok kalau mau dibalikin lagi ke csv ya pake transformasi lagi,koreksi saya kalau salah kalau-kalau lupa tapi bagus sih kalau anda mau coba coba tidak mubazir juga kok kalau mau dibalikin lagi ke csv iya pakai transformasi lagi,koreksi kalau salah kalau-kalau lupa bagus sih kalau mau coba coba mubazir kok kalau mau dibalikin ke csv iya pakai transformasi,koreksi kalau salah kalau lupa bagus sih kalau mau coba coba mubazir kok kalau mau dibalikin ke csv iya pakai transformasi,"['koreksi', 'kalau', 'salah', 'kalau', 'lupa', 'bagus', 'sih', 'kalau', 'mau', 'coba', 'coba', 'mubazir', 'kok', 'kalau', 'mau', 'dibalikin', 'ke', 'csv', 'iya', 'pakai', 'transformasi']"
krn pulsa/limit tidak mencukupi. Dptkan informasi seputar kartu Tri di *123# atau via aplikasi BIMATRI,0,krn pulsa limit tidak mencukupi dptkan informasi seputar kartu tri di  atau via aplikasi bimatri,karena pulsa limit tidak mencukupi dptkan informasi seputar kartu tri di atau via aplikasi bimatri,pulsa limit mencukupi dptkan informasi seputar kartu tri atau via aplikasi bimatri,pulsa limit cukup dptkan informasi putar kartu tri atau via aplikasi bimatri,"['pulsa', 'limit', 'cukup', 'dptkan', 'informasi', 'putar', 'kartu', 'tri', 'atau', 'via', 'aplikasi', 'bimatri']"
ku ada 300 ratus nih di tabungan~ di nama1  aku tabungan ada berapa nama1 ? cabut sekarang juga #ManaAda~ :(,0,ku ada  ratus nih di tabungan di nama aku tabungan ada berapa nama cabut sekarang juga manaada,ku ada ratus ini di tabungan di nama aku tabungan ada berapa nama pergi sekarang juga manaada,ku ratus tabungan di nama aku tabungan berapa nama pergi sekarang manaada,ku ratus tabung di nama aku tabung berapa nama pergi sekarang manaada,"['ku', 'ratus', 'tabung', 'di', 'nama', 'aku', 'tabung', 'berapa', 'nama', 'pergi', 'sekarang', 'manaada']"
Kumpul dulu aja di lab basdat biar bareng2,0,kumpul dulu aja di lab basdat biar bareng,kumpul dulu saja di lab basdat biar bareng,kumpul dulu di lab basdat biar bareng,kumpul dulu di lab basdat biar bareng,"['kumpul', 'dulu', 'di', 'lab', 'basdat', 'biar', 'bareng']"
"Kumpulnya makan daging, jadi gak usah ke resto :D",0,kumpulnya makan daging jadi gak usah ke resto d,kumpulnya makan daging jadi tidak perlu ke resto di,kumpulnya makan daging jadi perlu resto,kumpul makan daging jadi perlu resto,"['kumpul', 'makan', 'daging', 'jadi', 'perlu', 'resto']"
Kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf() aku lupa,0,kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf aku lupa,kurang tahu pasti sep periksa controllernya waktu instansiasi new tcpdf aku lupa,kurang tahu sep periksa controllernya waktu instansiasi new tcpdf aku lupa,kurang tahu sep periksa controllernya waktu instansiasi new tcpdf aku lupa,"['kurang', 'tahu', 'sep', 'periksa', 'controllernya', 'waktu', 'instansiasi', 'new', 'tcpdf', 'aku', 'lupa']"
Lagian pasti ga boleh gera sma si kaka tp kalo dianterin aku ga enak,0,lagian pasti ga boleh gera sma si kaka tp kalo dianterin aku ga enak,lagian pasti tidak boleh gera sma si kakak tapi kalau dianterin aku tidak enak,lagian gera sma si kakak kalau dianterin aku tidak enak,lagi gera sma si kakak kalau dianterin aku tidak enak,"['lagi', 'gera', 'sma', 'si', 'kakak', 'kalau', 'dianterin', 'aku', 'tidak', 'enak']"
"Lebay gt katanya ""meni gitu ama mamanya teh gak blg2""",0,lebay gt katanya meni gitu ama mamanya teh gak blg,berlebihan begitu katanya meni begitu sama mamanya kakak perempuan tidak bilang,berlebihan katanya meni sama mamanya kakak perempuan bilang,lebih kata meni sama mama kakak perempuan bilang,"['lebih', 'kata', 'meni', 'sama', 'mama', 'kakak', 'perempuan', 'bilang']"
Lingkungan kerjanya berasap. Kalo gak ngerokok ya pada nge-vape gitu coba. Kan cowok semua banyaknya,0,lingkungan kerjanya berasap kalo gak ngerokok ya pada nge vape gitu coba kan cowok semua banyaknya,lingkungan kerjanya berasap kalau tidak ngerokok iya pada nge vape begitu coba kan cowok semua banyaknya,lingkungan kerjanya berasap kalau ngerokok iya nge vape coba kan cowok semua banyaknya,lingkung kerja asap kalau ngerokok iya nge vape coba kan cowok semua banyak,"['lingkung', 'kerja', 'asap', 'kalau', 'ngerokok', 'iya', 'nge', 'vape', 'coba', 'kan', 'cowok', 'semua', 'banyak']"
Load controller bisa di construct mad? Kmren aku coba ga bs terpaksa di dlm fungsi,0,load controller bisa di construct mad kmren aku coba ga bs terpaksa di dlm fungsi,load controller bisa di construct mad kmren aku coba tidak bisa terpaksa di dalam fungsi,load controller construct mad kmren aku coba bisa terpaksa di dalam fungsi,load controller construct mad kmren aku coba bisa paksa di dalam fungsi,"['load', 'controller', 'construct', 'mad', 'kmren', 'aku', 'coba', 'bisa', 'paksa', 'di', 'dalam', 'fungsi']"
"maaaaaaaaf, aku lupaaa, hp aku baru nyala dadi pagi belum pulang ke kosan, maaf pisaaaan :(",0,maaaaaaaaf aku lupaaa hp aku baru nyala dadi pagi belum pulang ke kosan maaf pisaaaan,maaaaaaaaf aku lupaaa hp aku baru nyala dadi pagi belum pulang ke kosan maaf pisaaaan,maaaaaaaaf aku lupaaa hp aku baru nyala dadi pagi pulang kosan maaf pisaaaan,maaaaaaaaf aku lupaaa hp aku baru nyala dadi pagi pulang kosan maaf pisaaaan,"['maaaaaaaaf', 'aku', 'lupaaa', 'hp', 'aku', 'baru', 'nyala', 'dadi', 'pagi', 'pulang', 'kosan', 'maaf', 'pisaaaan']"
Maaf Anda tidak bisa mengaktifkan paket FLASH ini karena nomor anda tidak terdaftar,0,maaf anda tidak bisa mengaktifkan paket flash ini karena nomor anda tidak terdaftar,maaf anda tidak bisa mengaktifkan paket flash ini karena nomor anda tidak terdaftar,maaf tidak mengaktifkan paket flash karena nomor tidak terdaftar,maaf tidak aktif paket flash karena nomor tidak daftar,"['maaf', 'tidak', 'aktif', 'paket', 'flash', 'karena', 'nomor', 'tidak', 'daftar']"
Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,0,maaf bu jadi jam berapa ya kita ketemuan bu atau bgmana baiknya,maaf bu jadi jam berapa iya kita ketemuan bu atau bgmana baiknya,maaf bu jadi jam berapa iya ketemuan bu bgmana baiknya,maaf bu jadi jam berapa iya ketemu bu bgmana baik,"['maaf', 'bu', 'jadi', 'jam', 'berapa', 'iya', 'ketemu', 'bu', 'bgmana', 'baik']"
Maaf bu kalau pesanannya bebek atau ayam ya,0,maaf bu kalau pesanannya bebek atau ayam ya,maaf bu kalau pesanannya bebek atau ayam iya,maaf bu kalau pesanannya bebek ayam iya,maaf bu kalau pesan bebek ayam iya,"['maaf', 'bu', 'kalau', 'pesan', 'bebek', 'ayam', 'iya']"
Maaf kaprodi kita itu siapa yah hehe,0,maaf kaprodi kita itu siapa yah hehe,maaf kaprodi kita itu siapa yah he,maaf kaprodi itu siapa yah he,maaf kaprodi itu siapa yah he,"['maaf', 'kaprodi', 'itu', 'siapa', 'yah', 'he']"
"Maaf, Keyword yang anda masukkan ke 234 salah. Info lanjut hub call center : 200",0,maaf keyword yang anda masukkan ke  salah info lanjut hub call center ,maaf keyword yang anda masukkan ke salah informasi lanjut hub call center,maaf keyword anda masukkan salah informasi lanjut hub call center,maaf keyword anda masuk salah informasi lanjut hub call center,"['maaf', 'keyword', 'anda', 'masuk', 'salah', 'informasi', 'lanjut', 'hub', 'call', 'center']"
"Maaf, pesan Anda belum terkirim. Silakan coba beberapa saat lagi. Terimakasih",0,maaf pesan anda belum terkirim silakan coba beberapa saat lagi terimakasih,maaf pesan anda belum terkirim silakan coba beberapa saat lagi terimakasih,maaf pesan belum terkirim silakan coba beberapa lagi terimakasih,maaf pesan belum kirim sila coba beberapa lagi terimakasih,"['maaf', 'pesan', 'belum', 'kirim', 'sila', 'coba', 'beberapa', 'lagi', 'terimakasih']"
"Maaf, pulsa Anda tidak cukup untuk melakukan pembelian paket Flash yang dipilih. Silahkan isi ulang pulsa Anda.",0,maaf pulsa anda tidak cukup untuk melakukan pembelian paket flash yang dipilih silahkan isi ulang pulsa anda,maaf pulsa anda tidak cukup untuk melakukan pembelian paket flash yang dipilih silahkan isi ulang pulsa anda,maaf pulsa tidak cukup melakukan pembelian paket flash dipilih silahkan isi ulang pulsa,maaf pulsa tidak cukup laku beli paket flash pilih silah isi ulang pulsa,"['maaf', 'pulsa', 'tidak', 'cukup', 'laku', 'beli', 'paket', 'flash', 'pilih', 'silah', 'isi', 'ulang', 'pulsa']"
Maafin ya guys gak hari ini huhuhu,0,maafin ya guys gak hari ini huhuhu,maafin iya teman-teman tidak hari ini huhuhu,maafin iya teman-teman hari huhuhu,maafin iya teman hari huhuhu,"['maafin', 'iya', 'teman', 'hari', 'huhuhu']"
Mah melan lagi di kosan dila. Habis kerja kelompok tapi kepegat hujan :(,0,mah melan lagi di kosan dila habis kerja kelompok tapi kepegat hujan,mah melan lagi di kosan dila habis kerja kelompok tapi kepegat hujan,mah melan di kosan dila habis kerja kelompok kepegat hujan,mah mel di kosan dila habis kerja kelompok pegat hujan,"['mah', 'mel', 'di', 'kosan', 'dila', 'habis', 'kerja', 'kelompok', 'pegat', 'hujan']"
Makanya sebelum tibatiba layarnya hitam gt diapain? Jatoh?,0,makanya sebelum tibatiba layarnya hitam gt diapain jatoh,makanya sebelum tibatiba layarnya hitam begitu diapain jatoh,makanya tibatiba layarnya hitam diapain jatoh,makanya tibatiba layar hitam diapain jatoh,"['makanya', 'tibatiba', 'layar', 'hitam', 'diapain', 'jatoh']"
Makasih gais doakan kami yg masih berjuang ya 💪,0,makasih gais doakan kami yg masih berjuang ya,terima kasih gais doakan kami yang masih berjuang iya,terima kasih gais doakan yang berjuang iya,terima kasih gais doa yang juang iya,"['terima', 'kasih', 'gais', 'doa', 'yang', 'juang', 'iya']"
Makasih semuanyaaa mohon doanya yaaa,0,makasih semuanyaaa mohon doanya yaaa,terima kasih semuanyaaa mohon doanya yaaa,terima kasih semuanyaaa mohon doanya yaaa,terima kasih semuanyaaa mohon doa yaaa,"['terima', 'kasih', 'semuanyaaa', 'mohon', 'doa', 'yaaa']"
"Malem aja lah, jam 5 nanggung banget mw maghrib haha",0,malem aja lah jam  nanggung banget mw maghrib haha,malam saja lah jam nanggung banget now watching maghrib tertawa,malam lah jam nanggung banget now watching maghrib tertawa,malam lah jam nanggung banget now watching maghrib tertawa,"['malam', 'lah', 'jam', 'nanggung', 'banget', 'now', 'watching', 'maghrib', 'tertawa']"
Mana duduk plg depan selalu kdg aku ga tau keadaan dblkg. Siapa yg hdr siapa yg engga. Wkwk,0,mana duduk plg depan selalu kdg aku ga tau keadaan dblkg siapa yg hdr siapa yg engga wkwk,mana duduk paling depan selalu kdg aku tidak tahu keadaan dblkg siapa yang hdr siapa yang tidak tertawa,mana duduk paling depan selalu kdg aku tahu keadaan dblkg siapa hdr siapa tidak tertawa,mana duduk paling depan selalu kdg aku tahu ada dblkg siapa hdr siapa tidak tertawa,"['mana', 'duduk', 'paling', 'depan', 'selalu', 'kdg', 'aku', 'tahu', 'ada', 'dblkg', 'siapa', 'hdr', 'siapa', 'tidak', 'tertawa']"
Mandi?? Aku selesei isya mau bobo,0,mandi aku selesei isya mau bobo,mandi aku selesei isya mau bobo,mandi aku selesei isya mau bobo,mandi aku selesei isya mau bobo,"['mandi', 'aku', 'selesei', 'isya', 'mau', 'bobo']"
Masak dikosan aku mau makan orek buatan kamu min,0,masak dikosan aku mau makan orek buatan kamu min,masak dikosan aku mau makan orek buatan kamu min,masak dikosan aku mau makan orek buatan kamu min,masak dikosan aku mau makan orek buat kamu min,"['masak', 'dikosan', 'aku', 'mau', 'makan', 'orek', 'buat', 'kamu', 'min']"
Masih boleh ikutan gaaaa wkwkwkwk,0,masih boleh ikutan gaaaa wkwkwkwk,masih boleh ikutan gaaaa wkwkwkwk,boleh ikutan gaaaa wkwkwkwk,boleh ikut gaaaa wkwkwkwk,"['boleh', 'ikut', 'gaaaa', 'wkwkwkwk']"
Masih ngerasa bersalah ama kalian sebenernya,0,masih ngerasa bersalah ama kalian sebenernya,masih ngerasa bersalah sama kalian sebenernya,ngerasa bersalah sama kalian sebenernya,ngerasa salah sama kalian sebenernya,"['ngerasa', 'salah', 'sama', 'kalian', 'sebenernya']"
Masih yang dekat sungai dulu kok diil 😁,0,masih yang dekat sungai dulu kok diil,masih yang dekat sungai dulu kok diil,yang dekat sungai dulu kok diil,yang dekat sungai dulu kok diil,"['yang', 'dekat', 'sungai', 'dulu', 'kok', 'diil']"
Matikan services spt antivirus dll.,0,matikan services spt antivirus dll,matikan services seperti antivirus dan lain-lain,matikan services antivirus lain-lain,mati services antivirus lain,"['mati', 'services', 'antivirus', 'lain']"
Mau minta kirim foto2 selempang yg kita waktu itu dong. Makasihhh,0,mau minta kirim foto selempang yg kita waktu itu dong makasihhh,mau minta kirim foto selempang yang kita waktu itu dong makasihhh,mau minta kirim foto selempang kita waktu dong makasihhh,mau minta kirim foto selempang kita waktu dong makasihhh,"['mau', 'minta', 'kirim', 'foto', 'selempang', 'kita', 'waktu', 'dong', 'makasihhh']"
Mau naik gojek tapi ga ada driver kayanya :( padahal bawaan banyak :(,0,mau naik gojek tapi ga ada driver kayanya padahal bawaan banyak,mau naik gojek tapi tidak ada driver kayaknya padahal bawaan banyak,mau naik gojek tidak driver kayaknya padahal bawaan banyak,mau naik gojek tidak driver kayak padahal bawa banyak,"['mau', 'naik', 'gojek', 'tidak', 'driver', 'kayak', 'padahal', 'bawa', 'banyak']"
Mau nitip ga saya lagi di gerlong.,0,mau nitip ga saya lagi di gerlong,mau nitip tidak saya lagi di gerlong,mau nitip saya di gerlong,mau nitip saya di gerlong,"['mau', 'nitip', 'saya', 'di', 'gerlong']"
"Mau sekalian dibawain kacamata ga, nanti aku keluar jam 10",0,mau sekalian dibawain kacamata ga nanti aku keluar jam ,mau sekalian dibawain kacamata tidak nanti aku keluar jam,mau sekalian dibawain kacamata nanti aku keluar jam,mau sekali dibawain kacamata nanti aku keluar jam,"['mau', 'sekali', 'dibawain', 'kacamata', 'nanti', 'aku', 'keluar', 'jam']"
Mau yang apa? Sunday atau apa? Terus rasa slainya apa?,0,mau yang apa sunday atau apa terus rasa slainya apa,mau yang apa sunday atau apa terus rasa slainya apa,mau apa sunday apa terus rasa slainya apa,mau apa sunday apa terus rasa slainya apa,"['mau', 'apa', 'sunday', 'apa', 'terus', 'rasa', 'slainya', 'apa']"
Memperbaiki bug2 karna ganti db bbrp. Lg enak nonton td ditelfon 😂,0,memperbaiki bug karna ganti db bbrp lg enak nonton td ditelfon,memperbaiki bug karena ganti db bbrp lagi enak nonton tadi ditelfon,memperbaiki bug ganti db bbrp enak nonton tadi ditelfon,baik bug ganti db bbrp enak nonton tadi ditelfon,"['baik', 'bug', 'ganti', 'db', 'bbrp', 'enak', 'nonton', 'tadi', 'ditelfon']"
Merica jeruk nipis aku ajaa,0,merica jeruk nipis aku ajaa,merica jeruk nipis aku ajaa,merica jeruk nipis aku ajaa,merica jeruk nipis aku ajaa,"['merica', 'jeruk', 'nipis', 'aku', 'ajaa']"
Mgkin periksa nama id di view jg sep,0,mgkin periksa nama id di view jg sep,mgkin periksa nama id di view juga sep,mgkin periksa nama id view sep,mgkin periksa nama id view sep,"['mgkin', 'periksa', 'nama', 'id', 'view', 'sep']"
Min kalo ada inpo kosan perbulan share ya 😆,0,min kalo ada inpo kosan perbulan share ya,min kalau ada inpo kosan perbulan share iya,min kalau inpo kosan perbulan share iya,min kalau inpo kosan bulan share iya,"['min', 'kalau', 'inpo', 'kosan', 'bulan', 'share', 'iya']"
Min lg dmn? Mo ngambil sertifikat yg kompas hihu,0,min lg dmn mo ngambil sertifikat yg kompas hihu,min lagi dimana mau mengambil sertifikat yang kompas hihu,min dimana mau mengambil sertifikat kompas hihu,min mana mau ambil sertifikat kompas hihu,"['min', 'mana', 'mau', 'ambil', 'sertifikat', 'kompas', 'hihu']"
"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh. ",0,minal aidzin walfaidin mohon maaf lahir dan batin ya semua akang teteh,minal aidzin walfaidin mohon maaf lahir dan batin iya semua akang teteh,minal aidzin walfaidin mohon maaf lahir batin iya semua akang teteh,mal aidzin walfaidin mohon maaf lahir batin iya semua akang teteh,"['mal', 'aidzin', 'walfaidin', 'mohon', 'maaf', 'lahir', 'batin', 'iya', 'semua', 'akang', 'teteh']"
Minggunya pengen ke lembang git seharian ngubek bandung :(,0,minggunya pengen ke lembang git seharian ngubek bandung,minggunya ingin ke lembang git seharian ngubek bandung,minggunya ke lembang git seharian ngubek bandung,minggu ke lembang git hari ngubek bandung,"['minggu', 'ke', 'lembang', 'git', 'hari', 'ngubek', 'bandung']"
Minta email github nya dong.,0,minta email github nya dong,minta email github nya dong,minta email github nya dong,minta email github nya dong,"['minta', 'email', 'github', 'nya', 'dong']"
Mohon maaf lahir dan batin ipa3😚😚,0,mohon maaf lahir dan batin ipa,mohon maaf lahir dan batin ipa,mohon maaf lahir batin ipa,mohon maaf lahir batin ipa,"['mohon', 'maaf', 'lahir', 'batin', 'ipa']"
Mohon maaf pak semalam saya Sudah konfirmasi tidak ikut remedial. Tapi di nilainya kenapa ikut remedial ,0,mohon maaf pak semalam saya sudah konfirmasi tidak ikut remedial tapi di nilainya kenapa ikut remedial,mohon maaf pak semalam saya sudah konfirmasi tidak ikut remedial tapi di nilainya kenapa ikut remedial,mohon maaf pak semalam sudah konfirmasi ikut remedial di nilainya ikut remedial,mohon maaf pak malam sudah konfirmasi ikut remedial di nilai ikut remedial,"['mohon', 'maaf', 'pak', 'malam', 'sudah', 'konfirmasi', 'ikut', 'remedial', 'di', 'nilai', 'ikut', 'remedial']"
Ga ada birthday nya ? Wkwk,0,ga ada birthday nya wkwk,tidak ada birthday nya tertawa,ada birthday nya tertawa,ada birthday nya tertawa,"['ada', 'birthday', 'nya', 'tertawa']"
"Mudah2an ya dil, besok mau coba ke telkom lg, doain yah (tear)",0,mudahan ya dil besok mau coba ke telkom lg doain yah tear,mudahan iya dil besok mau coba ke telekomunikasi lagi doain yah tear,mudahan iya dil besok mau coba telekomunikasi doain yah tear,mudah iya dil besok mau coba telekomunikasi doain yah tear,"['mudah', 'iya', 'dil', 'besok', 'mau', 'coba', 'telekomunikasi', 'doain', 'yah', 'tear']"
Mul snack satu lagi teteh kasih rafael ya,0,mul snack satu lagi teteh kasih rafael ya,mul snack satu lagi teteh kasih rafael iya,mul snack satu teteh kasih rafael iya,mul snack satu teteh kasih rafael iya,"['mul', 'snack', 'satu', 'teteh', 'kasih', 'rafael', 'iya']"
Mungkin aa nya tau kl wajah nama1 bakal beda sendiri pas gaya ini (up),0,mungkin aa nya tau kl wajah nama bakal beda sendiri pas gaya ini up,mungkin aa nya tahu kalau wajah nama bakal beda sendiri pas gaya ini up,mungkin aa nya tahu kalau wajah nama bakal beda sendiri pas gaya up,mungkin aa nya tahu kalau wajah nama bakal beda sendiri pas gaya up,"['mungkin', 'aa', 'nya', 'tahu', 'kalau', 'wajah', 'nama', 'bakal', 'beda', 'sendiri', 'pas', 'gaya', 'up']"
"Murah nuy 30seorang, drpd naik angkot bisa 15rebu, belum ngetem, macet, gt",0,murah nuy seorang drpd naik angkot bisa rebu belum ngetem macet gt,murah nuy seorang daripada naik angkot bisa rebu belum ngetem macet begitu,murah nuy seorang naik angkot rebu ngetem macet,murah nuy orang naik angkot rebu ngetem macet,"['murah', 'nuy', 'orang', 'naik', 'angkot', 'rebu', 'ngetem', 'macet']"
"Naik kelapa ledeng turun di ciateul, sebelum terminal bgt. Terus naik kalapa dayeuh kolot turun di depan kantor bgt.",0,naik kelapa ledeng turun di ciateul sebelum terminal bgt terus naik kalapa dayeuh kolot turun di depan kantor bgt,naik kelapa ledeng turun di ciateul sebelum terminal banget terus naik kalapa dayeuh kolot turun di depan kantor banget,naik kelapa ledeng turun ciateul terminal banget terus naik kalapa dayeuh kolot turun depan kantor banget,naik kelapa ledeng turun ciateul terminal banget terus naik kalapa dayeuh kolot turun depan kantor banget,"['naik', 'kelapa', 'ledeng', 'turun', 'ciateul', 'terminal', 'banget', 'terus', 'naik', 'kalapa', 'dayeuh', 'kolot', 'turun', 'depan', 'kantor', 'banget']"
nama table table pasien_irj dan gnti data_pasien. lupa,0,nama table table pasien_irj dan gnti data_pasien lupa,nama table table pasien_irj dan gnti data_pasien lupa,nama table table pasien_irj gnti data_pasien lupa,nama table table pasien irj gnti data pasien lupa,"['nama', 'table', 'table', 'pasien', 'irj', 'gnti', 'data', 'pasien', 'lupa']"
Nanti aku push aja ya kuota modem lg hbs,0,nanti aku push aja ya kuota modem lg hbs,nanti aku push saja iya kuota modem lagi hbs,aku push iya kuota modem hbs,aku push iya kuota modem hbs,"['aku', 'push', 'iya', 'kuota', 'modem', 'hbs']"
Nanti aku siaraan diil,0,nanti aku siaraan diil,nanti aku siaraan diil,aku siaraan diil,aku siaraan diil,"['aku', 'siaraan', 'diil']"
Nanti plg wisudaan aku lgsg ksana. Awas telat. Telat aku plg.,0,nanti plg wisudaan aku lgsg ksana awas telat telat aku plg,nanti paling wisudaan aku langsung ksana awas terlambat terlambat aku paling,paling wisudaan aku langsung ksana awas terlambat terlambat aku paling,paling wisuda aku langsung ksana awas lambat lambat aku paling,"['paling', 'wisuda', 'aku', 'langsung', 'ksana', 'awas', 'lambat', 'lambat', 'aku', 'paling']"
Nanti sync aja di github dekstop nya.,0,nanti sync aja di github dekstop nya,nanti sync saja di github dekstop nya,sync di github dekstop nya,sync di github dekstop nya,"['sync', 'di', 'github', 'dekstop', 'nya']"
"Ngajak wida tuh, kan beliau habis seminar. Hihip",0,ngajak wida tuh kan beliau habis seminar hihip,ngajak wida itu kan beliau habis seminar hihip,ngajak wida kan beliau habis seminar hihip,ngajak wida kan beliau habis seminar hihip,"['ngajak', 'wida', 'kan', 'beliau', 'habis', 'seminar', 'hihip']"
"Nikah juga proses put, kadang diatas, kadang dibawah, gak selalu enak enak wkwkwkwk",0,nikah juga proses put kadang diatas kadang dibawah gak selalu enak enak wkwkwkwk,nikah juga proses put kadang diatas kadang dibawah tidak selalu enak enak wkwkwkwk,nikah proses put kadang diatas kadang dibawah selalu enak enak wkwkwkwk,nikah proses put kadang atas kadang bawah selalu enak enak wkwkwkwk,"['nikah', 'proses', 'put', 'kadang', 'atas', 'kadang', 'bawah', 'selalu', 'enak', 'enak', 'wkwkwkwk']"
Nomor OTP anda adalah [8874] -Telkomsel-,0,nomor otp anda adalah  telkomsel,nomor otp anda adalah telkomsel,nomor otp adalah telkomsel,nomor otp adalah telkomsel,"['nomor', 'otp', 'adalah', 'telkomsel']"
Ntar aku kirim link nya,0,ntar aku kirim link nya,sebentar aku kirim link nya,sebentar aku kirim link nya,sebentar aku kirim link nya,"['sebentar', 'aku', 'kirim', 'link', 'nya']"
Numpang berteduh wkwk. Aku tak punya tempat tujuan~,0,numpang berteduh wkwk aku tak punya tempat tujuan,numpang berteduh tertawa aku tak punya tempat tujuan,numpang berteduh tertawa aku tak punya tempat tujuan,numpang teduh tertawa aku tak punya tempat tuju,"['numpang', 'teduh', 'tertawa', 'aku', 'tak', 'punya', 'tempat', 'tuju']"
"numpang promo yah, siapa tau ada yang berminat 😊 bisa liat di instagram nya ",0,numpang promo yah siapa tau ada yang berminat bisa liat di instagram nya,numpang promo yah siapa tahu ada yang berminat bisa lihat di instagram nya,numpang promo yah siapa tahu yang berminat lihat instagram nya,numpang promo yah siapa tahu yang minat lihat instagram nya,"['numpang', 'promo', 'yah', 'siapa', 'tahu', 'yang', 'minat', 'lihat', 'instagram', 'nya']"
"nama1  udh nama1 transfer, maacih nur 😊",0,nama udh nama transfer maacih nur,nama sudah nama transfer terima kasih nur,nama nama transfer terima kasih nur,nama nama transfer terima kasih nur,"['nama', 'nama', 'transfer', 'terima', 'kasih', 'nur']"
"nama1 aku lg ngerjain tes ngoding di upi net, kalo mo pake motornya boleh, tp motornya jauh bgt",0,nama aku lg ngerjain tes ngoding di upi net kalo mo pake motornya boleh tp motornya jauh bgt,nama aku lagi ngerjain tes ngoding di upi net kalau mau pakai motornya boleh tapi motornya jauh banget,nama aku ngerjain tes ngoding upi net kalau mau pakai motornya tapi motornya jauh banget,nama aku ngerjain tes ngoding upi net kalau mau pakai motor tapi motor jauh banget,"['nama', 'aku', 'ngerjain', 'tes', 'ngoding', 'upi', 'net', 'kalau', 'mau', 'pakai', 'motor', 'tapi', 'motor', 'jauh', 'banget']"
